,id,game_id,value,external_popularity_source
422,937826,2974,0.000102149556862,Steam
423,4584214,2974,7.19710826e-07,Twitch
424,3496120,2974,3.4342803622e-05,IGDB
425,4113846,2974,1.4829864381e-05,IGDB
426,1540,2990,0.000122869861913,IGDB
427,3573834,2990,0.000124148292962,Steam
428,93278,2990,0.00034182849168,IGDB
429,3573561,2990,0.000136833050166,Steam
430,2475388,2990,2.3287632441e-05,Steam
431,617143,2990,4.4882244647e-05,Steam
432,939366,2990,9.746781625e-05,Steam
433,4581924,2990,3.742496295e-06,Twitch
434,3876039,2990,7.7856788e-05,IGDB
435,3496133,2990,0.000149859506712,IGDB
436,1552,3019,0.000170127501111,IGDB
437,3571820,3019,0.001270699986739,Steam
438,3572076,3019,0.00118724184639,Steam
439,2474566,3019,0.000166553147221,Steam
440,612748,3019,0.000665718503154,Steam
441,933820,3019,0.000174374303848,Steam
442,4579692,3019,4.654130008e-06,Twitch
443,93306,3019,0.000229457286369,IGDB
444,3876056,3019,1.4829864381e-05,IGDB
445,3496155,3019,0.000123321885732,IGDB
446,1553,3020,0.000122869861913,IGDB
447,2474785,3020,5.775332845e-06,Steam
448,3572812,3020,9.6343798215e-05,Steam
449,3572548,3020,9.8824797523e-05,Steam
450,614254,3020,8.0840229021e-05,Steam
451,4583149,3020,9.5961443e-08,Twitch
452,93304,3020,0.000162663213282,IGDB
453,3876058,3020,1.4829864381e-05,IGDB
454,3496159,3020,0.000142054324071,IGDB
455,93307,3022,0.000379547497658,IGDB
456,1554,3022,0.000340255002221,IGDB
457,3573172,3022,0.00022024730795,Steam
458,2475210,3022,1.863010595e-06,Steam
459,3572902,3022,0.000240409923222,Steam
460,615322,3022,9.4252713758e-05,Steam
461,4444889,3022,2.324443146e-05,Steam
462,4587382,3022,5.75768661e-07,Twitch
463,3876059,3022,1.8537330476e-05,IGDB
464,3496160,3022,0.000256009990634,IGDB
465,1558,3029,0.000122869861913,IGDB
466,2475194,3029,1.1178063572e-05,Steam
467,3573442,3029,0.000117301562122,Steam
468,3573224,3029,0.000125316157089,Steam
469,614769,3029,6.7218989657e-05,Steam
470,4399544,3029,5.3525163137e-05,Steam
471,4581061,3029,5.565763721e-06,Twitch
472,93314,3029,0.000168949714279,IGDB
473,3496163,3029,0.000121760849204,IGDB
474,3876064,3029,1.1122398286e-05,IGDB
475,1560,3035,0.000103966806234,IGDB
476,3572239,3035,0.000347277337158,Steam
477,3572494,3035,0.000323848208884,Steam
478,2474848,3035,3.91232225e-06,Steam
479,613710,3035,0.000177441432324,Steam
480,933778,3035,0.000162108691016,Steam
481,3851522,3035,9.884028676e-06,Twitch
482,93320,3035,0.000711160425219,IGDB
483,3496173,3035,0.000238838588823,IGDB
484,3876067,3035,5.5611991428e-05,IGDB
485,93327,3043,8.801101395e-05,IGDB
486,180180,3043,2.8354583518e-05,IGDB
487,3572403,3043,0.000130023090402,Steam
488,2474677,3043,5.2909500907e-05,Steam
489,3572147,3043,0.000140457656109,Steam
490,613674,3043,6.4818311455e-05,Steam
491,931643,3043,0.000208542796735,Steam
492,4579109,3043,1.2043161154e-05,Twitch
493,3876071,3043,1.4829864381e-05,IGDB
494,3496179,3043,5.4636278489e-05,IGDB
495,1581,3070,0.001190892507774,IGDB
496,2474377,3070,0.003219468609762,Steam
497,93351,3070,0.000397621188023,IGDB
498,3571514,3070,0.007052781628666,Steam
499,3571691,3070,0.006244880880778,Steam
500,90611,65,0.000154805087037,IGDB
501,49,65,7.5612222716e-05,IGDB
502,3575018,65,4.6176143455e-05,Steam
503,2458767,65,2.980816953e-06,Steam
504,3575314,65,4.1749939161e-05,Steam
505,619696,65,1.4090937273e-05,Steam
506,937155,65,0.000133224267942,Steam
507,4580797,65,3.83845774e-07,Twitch
508,3874279,65,7.41493219e-06,IGDB
509,3493620,65,9.2101155167e-05,IGDB
510,460,671,6.6160694876e-05,IGDB
511,3574860,671,2.5428657547e-05,Steam
512,2475921,671,2.980816953e-06,Steam
513,3574531,671,2.594015221e-05,Steam
514,618217,671,2.2232367697e-05,Steam
515,4579709,671,1.439421652e-06,Twitch
516,91206,671,5.8150134217e-05,IGDB
517,3874724,671,7.41493219e-06,IGDB
518,3494182,671,9.3662191695e-05,IGDB
519,553,890,0.000132321389753,IGDB
520,3574480,890,4.5392889534e-05,Steam
521,3574162,890,4.6485153639e-05,Steam
522,2475738,890,4.657526488e-06,Steam
523,617283,890,3.8567417202e-05,Steam
524,4763378,890,2.6475106268e-05,Steam
525,91412,890,0.000289964858459,IGDB
526,4582795,890,8.15672269e-07,Twitch
527,3874826,890,7.41493219e-06,IGDB
528,3494347,890,0.000207617858258,IGDB
529,581,942,0.000122869861913,IGDB
530,3574141,942,4.4312963534e-05,Steam
531,3573825,942,4.8506247276e-05,Steam
532,2475569,942,3.726021191e-06,Steam
533,617107,942,1.8109463828e-05,Steam
534,4403460,942,4.4216439114e-05,Steam
535,4581521,942,9.5961443e-08,Twitch
536,91463,942,0.000300966235203,IGDB
537,3494396,942,8.8979082111e-05,IGDB
538,3874859,942,2.2244796571e-05,IGDB
539,619,999,8.5063750555e-05,IGDB
540,3575752,999,3.1353851534e-05,Steam
541,3575443,999,3.1034644435e-05,Steam
542,2476357,999,1.304107417e-06,Steam
543,612683,999,3.3348551546e-05,Steam
544,4580353,999,1.775286704e-06,Twitch
545,91517,999,0.000246745164109,IGDB
546,3874903,999,2.9659728762e-05,IGDB
547,3494449,999,0.000138932251015,IGDB
548,854,1352,0.000198482084629,IGDB
549,3574477,1352,0.000271837094107,Steam
550,91858,1352,0.000902898705609,IGDB
551,3574804,1352,0.000248469374083,Steam
552,2475895,1352,1.1178063572e-05,Steam
553,617303,1352,0.000102446332839,Steam
554,934756,1352,0.000166571402828,Steam
555,4578525,1352,1.0891623833e-05,Twitch
556,3875164,1352,5.1904525333e-05,IGDB
557,3494789,1352,0.000449578520137,IGDB
558,1100,1878,9.451527839e-06,IGDB
559,3575473,1878,5.6248205131e-05,Steam
560,3575783,1878,5.6422533747e-05,Steam
561,2476372,1878,1.0991762512e-05,Steam
562,92351,1878,2.3574378737e-05,IGDB
563,619728,1878,5.7511899536e-05,Steam
564,937451,1878,0.000159261316609,Steam
565,3851345,1878,9.5961443e-08,Twitch
566,3495267,1878,3.4342803622e-05,IGDB
567,4818570,1878,3.707466095e-06,IGDB
568,1144,1962,4.7257639197e-05,IGDB
569,3574464,1962,3.0600359852e-05,Steam
570,3574790,1962,3.19658096e-05,Steam
571,2475888,1962,1.117806357e-06,Steam
572,92441,1962,7.7009637206e-05,IGDB
573,618682,1962,4.0498397495e-05,Steam
574,4581832,1962,9.5961443e-08,Twitch
575,4019825,1962,7.41493219e-06,IGDB
576,3495340,1962,0.000129566031845,IGDB
577,1155,1978,3.7806111358e-05,IGDB
578,3575175,1978,5.8152375995e-05,Steam
579,92456,1978,7.3866386708e-05,IGDB
580,2476246,1978,7.2098510039e-05,Steam
581,3575474,1978,5.2261218894e-05,Steam
582,620160,1978,1.5447842343e-05,Steam
583,937815,1978,5.2840698136e-05,Steam
584,4585783,1978,6.8132624856e-05,Twitch
585,3875543,1978,7.7856788e-05,IGDB
586,3495355,1978,2.653762098e-05,IGDB
587,1163,1990,3.7806111358e-05,IGDB
588,2476494,1990,2.049311655e-06,Steam
589,3576030,1990,7.2693418814e-05,Steam
590,3575664,1990,8.1177810523e-05,Steam
591,620618,1990,1.9675123525e-05,Steam
592,4581856,1990,5.27787939e-07,Twitch
593,92465,1990,0.000190952467766,IGDB
594,3875553,1990,8.527172019e-05,IGDB
595,3495365,1990,8.4295972526e-05,IGDB
