id,game_id,value,external_popularity_source
107798,26363,1.4128129577e-05,IGDB
3595742,26363,8.327849763e-06,Steam
657704,26363,3.971291972e-06,Steam
2486745,26363,7.32703123e-07,Steam
3595949,26363,7.715198022e-06,Steam
4818831,26739,3.738890821e-06,IGDB
3871875,26739,9.438859786e-06,IGDB
391753,26739,1.569792175e-06,IGDB
3609582,26739,6.73930039e-07,Steam
2493350,26739,0.0,Steam
685126,26739,4.167405155e-06,Steam
3609720,26739,1.165208638e-06,Steam
3951994,26927,3.119443491e-06,IGDB
108109,26927,3.13958435e-06,IGDB
647949,26927,2.696556277e-06,Steam
2493152,26927,5.49527342e-07,Steam
3609140,26927,4.966222546e-06,Steam
3609275,26927,4.6470451e-06,Steam
2493672,27443,0.0,Steam
5909,27443,1.8877719571e-05,IGDB
3508901,27443,2.1836104439e-05,IGDB
108373,27443,5.494272613e-06,IGDB
3610870,27443,8.02297665e-07,Steam
687426,27443,4.657688115e-06,Steam
3611020,27443,1.344471505e-06,Steam
4144674,27511,3.088782645e-06,Steam
3508932,27511,6.238886983e-06,IGDB
108414,27511,4.709376526e-06,IGDB
4144992,27511,1.399629311e-06,Steam
4145708,27511,0.0,Steam
4143529,27511,1.123216731e-06,Steam
3192273,27779,6.226593585e-06,Steam
3509045,27779,6.238886983e-06,IGDB
108563,27779,3.924480438e-06,IGDB
3609172,27779,2.075312426e-06,Steam
3187262,27779,0.0,Steam
3609030,27779,1.395997937e-06,Steam
6014,27977,9.438859786e-06,IGDB
3509170,27977,6.238886983e-06,IGDB
108686,27977,2.354688263e-06,IGDB
657555,27977,5.147971074e-06,Steam
3595805,27977,6.825778411e-06,Steam
2486392,27977,0.0,Steam
3595602,27977,7.100334335e-06,Steam
3509327,28326,3.119443491e-06,IGDB
108870,28326,5.494272613e-06,IGDB
683310,28326,2.794612869e-06,Steam
3609541,28326,1.091124824e-06,Steam
2493419,28326,1.83175781e-07,Steam
3609679,28326,1.330682054e-06,Steam
3509412,28643,3.119443491e-06,IGDB
108995,28643,2.354688263e-06,IGDB
2493893,28643,3.66351562e-07,Steam
3610483,28643,8.54945983e-07,Steam
698003,28643,2.843641165e-06,Steam
3610326,28643,5.29516459e-07,Steam
4832426,28671,3.738890821e-06,IGDB
3509423,28671,4.679165237e-06,IGDB
109003,28671,2.354688263e-06,IGDB
109006,28673,7.84896088e-07,IGDB
3595664,28673,5.69631342e-07,Steam
3595871,28673,9.72156319e-07,Steam
658672,28673,3.431980716e-06,Steam
2486648,28673,0.0,Steam
3609634,28885,8.13577629e-07,Steam
4748513,28885,7.84896088e-07,IGDB
2493252,28885,0.0,Steam
1330366,28885,2.451414797e-06,Steam
3609494,28885,5.45562412e-07,Steam
4745519,28913,1.1216672462e-05,IGDB
508110,28913,9.438859786e-06,IGDB
3509487,28913,3.119443491e-06,IGDB
109093,28913,7.84896088e-07,IGDB
3595597,28913,4.41263716e-07,Steam
659733,28913,2.549471389e-06,Steam
3595803,28913,7.37735646e-07,Steam
