id,game_id,value,external_popularity_source
614671,2599,8.1239886382e-05,Steam
3572704,2599,0.000273792101152,Steam
931337,2605,0.000224320397579,Steam
612475,2605,9.7909507003e-05,Steam
1402,2605,0.000151021756572,IGDB
3495805,2605,8.2665252519e-05,IGDB
92933,2605,0.000221340696705,IGDB
3572396,2605,0.000493758883983,Steam
4579349,2605,1.1759113932e-05,Twitch
3875842,2605,1.1216672462e-05,IGDB
2474682,2605,1.4287710902e-05,Steam
3572142,2605,0.00055853556543,Steam
1481,2853,0.000122705177215,IGDB
3496025,2853,0.000177808279003,IGDB
93163,2853,0.000418349614695,IGDB
2475023,2853,9.15878904e-07,Steam
4587070,2853,4.1260049e-08,Twitch
3875958,2853,2.2433344924e-05,IGDB
614774,2853,3.1378109405e-05,Steam
3573489,2853,6.7299417245e-05,Steam
3573269,2853,7.3177570023e-05,Steam
932219,2935,0.000219064401089,Steam
1514,2935,0.00037755439143,IGDB
3496085,2935,0.000254234644539,IGDB
93231,2935,0.000620067909209,IGDB
2474723,2935,7.6201124809e-05,Steam
613528,2935,9.8988129514e-05,Steam
3572422,2935,0.000511499013127,Steam
4579819,2935,2.6406431286e-05,Twitch
3876008,2935,4.8605580668e-05,IGDB
3572167,2935,0.000579002178864,Steam
3496097,2948,6.238886983e-06,IGDB
93240,2948,2.2761986541e-05,IGDB
3573753,2948,0.000175250137028,Steam
4588450,2948,1.23780147e-07,Twitch
3573514,2948,8.5396563461e-05,Steam
2475451,2948,5.495273424e-06,Steam
615598,2948,0.0007243440443,Steam
3573830,2956,7.5566193321e-05,Steam
1525,2956,4.7194298929e-05,IGDB
3496102,2956,3.2754156658e-05,IGDB
93246,2956,0.000149915152733,IGDB
3573562,2956,8.4161025057e-05,Steam
4077421,2956,1.1216672462e-05,IGDB
616435,2956,2.3043299094e-05,Steam
2475310,2956,2.014933589e-06,Steam
939366,2990,8.3542681057e-05,Steam
1540,2990,0.000122705177215,IGDB
3496133,2990,0.000149733287581,IGDB
93278,2990,0.000341429798109,IGDB
3573834,2990,0.000118892649418,Steam
617143,2990,4.2164334513e-05,Steam
4581924,2990,2.888203422e-06,Twitch
3876039,2990,5.982225313e-05,IGDB
2475388,2990,2.2896972599e-05,Steam
3573561,2990,0.000131448449431,Steam
933820,3019,0.000171843422094,Steam
3876056,3019,4.1127799027e-05,IGDB
1552,3019,0.000169899476143,IGDB
3496155,3019,0.000123218017906,IGDB
93306,3019,0.000229189657581,IGDB
3571820,3019,0.00122069589727,Steam
4579692,3019,5.487586502e-06,Twitch
3572076,3019,0.001136981630996,Steam
2474566,3019,0.000163759148027,Steam
612748,3019,0.000625404943082,Steam
1553,3020,0.000122705177215,IGDB
3496159,3020,0.000141934678853,IGDB
93304,3020,0.000163258386222,IGDB
2474785,3020,5.678449205e-06,Steam
4583149,3020,4.53860538e-07,Twitch
3876058,3020,1.8694454103e-05,IGDB
3572812,3020,9.2265218888e-05,Steam
614254,3020,7.594483042e-05,Steam
3572548,3020,9.4935882697e-05,Steam
3876059,3022,2.6172235745e-05,IGDB
1554,3022,0.000339798952287,IGDB
3496160,3022,0.000255794366285,IGDB
93307,3022,0.000379104810314,IGDB
615322,3022,8.8545102478e-05,Steam
4587382,3022,3.919704644e-06,Twitch
3573172,3022,0.000210923447633,Steam
2475210,3022,1.831757808e-06,Steam
3572902,3022,0.000230949405842,Steam
4399544,3029,6.7000123682e-05,Steam
3876064,3029,2.2433344924e-05,IGDB
1558,3029,0.000122705177215,IGDB
3496163,3029,0.00012165829616,IGDB
93314,3029,0.000168752658835,IGDB
2475194,3029,1.0990546847e-05,Steam
3573442,3029,0.000112335765308,Steam
4581061,3029,2.516862982e-06,Twitch
614769,3029,6.3148445178e-05,Steam
3573224,3029,0.00012038476463,Steam
933778,3035,0.00015624141146,Steam
3876067,3035,5.608336231e-05,IGDB
1560,3035,0.000103827457643,IGDB
